"","TOWN11CD","TOWN11NM","POPULATION_2011","SIZE_FLAG","RGN11NM","COASTAL","COASTAL DETAILED","TTWA11CD","TTWA11NM","TTWA CLASSIFICATION","JOB DENSITY FLAG","INCOME FLAG","UNIVERSITY FLAG","Level4Qual_residents35-64_2011","KS4_2012-2013_counts","Key Stage 2 attainment_school year 2007 to 2008","Key Stage 4 attainment_school year 2012 to 2013","Level 2 at age 18","Level 3 at age 18","Activity at age 19: full-time higher education","Activity at age 19: sustained further education","Activity at age 19: appprenticeships","Activity at age 19: employment with earnings above £0","Activity at age 19: employment with earnings above £10,000","Activity at age 19: out-of-work","Highest level qualification achieved by age 22: less than level 1","Highest level qualification achieved by age 22: level 1 to level 2","Highest level qualification achieved by age 22: level 3 to level 5","Highest level qualification achieved by age 22: level 6 or above","Highest level qualification achieved b age 22: average score","Education Score"
"68","E34000656","Street BUA",12911,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000274","Street and Wells","Majority rural","Working","Mid deprivation towns","No university","Low",146,73.2876712328767,63.6986301369863,82.8767123287671,58.9041095890411,"34.246575342465754","16.43835616438356","8.2191780821917799","49.315068493150683","24.657534246575342","8.9041095890410951","*","23.8","44.2","30.6",3.58219178082192,1.190595416
"69","E34000682","Bishop's Waltham BUA",6275,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",71,65.3333333333333,56.3380281690141,78.8732394366197,46.4788732394366,"35.2112676056338","22.535211267605636","14.084507042253522","45.070422535211272","19.718309859154928","*","*","25","44.4","*",3.38028169014085,-2.147693195
"70","E34000692","Frome BUA",26203,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Residential","Higher deprivation towns","No university","Medium",329,72.4550898203593,55.0151975683891,68.9969604863222,41.9452887537994,"25.835866261398177","17.933130699088146","9.4224924012158056","50.759878419452889","22.492401215805472","8.5106382978723403","3","38.200000000000003","37.6","21.2",3.0273556231003,-2.829698506
"71","E34000697","Bagshot BUA",5430,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",46,77.5510204081633,65.2173913043478,89.1304347826087,54.3478260869565,"43.478260869565219","*","*","54.347826086956516","30.434782608695656","*","*","28.3","39.1","*",3.69565217391304,1.749858286
"72","E34000710","Ross-on-Wye BUA",10582,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","K01000005","Cinderford and Ross-on-Wye","Majority rural","Working","Higher deprivation towns","No university","Medium",108,65.2631578947368,50,79.6296296296296,44.4444444444444,"32.407407407407405","18.518518518518519","12.037037037037036","46.296296296296298","17.592592592592592","11.111111111111111","*","33","38.5","27.5",3.37962962962963,-2.967170753
"73","E34000712","Storrington BUA",8618,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",77,83.75,74.025974025974,92.2077922077922,59.7402597402597,"45.454545454545453","19.480519480519483","*","49.350649350649348","20.779220779220779","*","*","17.100000000000001","40.799999999999997","39.5",3.97402597402597,4.608072865
"74","E34000732","Alnwick BUA",8116,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Working","Higher deprivation towns","No university","Medium",95,61.3636363636364,61.0526315789474,89.4736842105263,45.2631578947368,"42.105263157894733","27.368421052631582","11.578947368421053","45.263157894736842","16.842105263157894","*","*","23.7","44.3","30.9",3.66315789473684,-1.469337199
"75","E34000741","Billinge BUA",5896,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",52,84,69.2307692307692,96.1538461538462,59.6153846153846,"38.461538461538467","38.461538461538467","34.615384615384613","57.692307692307686","36.538461538461533","*","*","*","60.4","*",3.75,3.528191799
"76","E34000755","Hailsham BUA",19977,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000204","Eastbourne","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",228,65.0442477876106,54.8245614035088,75.8771929824561,39.0350877192982,"21.929824561403507","17.105263157894736","10.087719298245613","53.94736842105263","28.07017543859649","6.5789473684210522","7","30.7","44.7","17.5",2.98245614035088,-4.105393361
"77","E34000762","Richmond BUA",8413,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Mixed","Lower deprivation towns","No university","Medium",82,89.041095890411,69.5121951219512,84.1463414634146,58.5365853658537,"42.68292682926829","18.292682926829269","14.634146341463413","57.317073170731703","21.951219512195124","*","*","23.8","34.5","41.7",3.9390243902439,4.578194903
"78","E34000766","Cheddar BUA",5199,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000285","Weston-super-Mare","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",64,80.6451612903226,67.1875,95.3125,64.0625,"46.875","*","*","43.75","20.3125","*","*","25.4","33.299999999999997","39.700000000000003",3.921875,3.808250711
"79","E34000768","Oakley (Basingstoke and Deane) BUA",5086,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000164","Basingstoke","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",56,94.9152542372881,82.1428571428571,96.4285714285714,66.0714285714286,"44.642857142857146","*","*","58.928571428571431","26.785714285714285","*","*","*","55.2","*",3.875,7.015299545
"80","E34000776","Mablethorpe BUA",12531,"Small Towns","East Midlands","Coastal","Smaller seaside town","E30000264","Skegness and Louth","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",100,60.1851851851852,64,75,44,"20","23","13","43","14.000000000000002","14.000000000000002","*","33","52","*",3.12,-2.941145442
"81","E34000786","Lutterworth BUA",9907,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",130,67.4418604651163,62.3076923076923,82.3076923076923,52.3076923076923,"38.461538461538467","16.923076923076923","10.76923076923077","55.384615384615387","29.230769230769234","*","*","23.3","43.4","31",3.63846153846154,-0.068426354
"82","E34000792","Sawston BUA",7275,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",77,78.6666666666667,67.5324675324675,84.4155844155844,51.9480519480519,"32.467532467532465","18.181818181818183","*","48.051948051948052","27.27272727272727","*","*","23.7","46.1","*",3.44155844155844,1.187961052
"83","E34000796","Sidmouth BUA",12569,"Small Towns","South West","Coastal","Smaller seaside town","E30000263","Sidmouth","Majority rural","Mixed","Lower deprivation towns","No university","Medium",107,78.5714285714286,64.4859813084112,84.1121495327103,52.3364485981308,"37.383177570093459","14.018691588785046","11.214953271028037","57.009345794392516","20.5607476635514","*","*","24.8","41.3","32.1",3.5607476635514,1.241814934
"84","E34000815","Epping BUA",10289,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Working","Lower deprivation towns","No university","Medium",81,82.9545454545455,64.1975308641975,90.1234567901235,62.962962962963,"37.037037037037038","18.518518518518519","12.345679012345679","49.382716049382715","25.925925925925924","*","*","21","48.1","30.9",3.71604938271605,3.11249282
"85","E34000830","Torpoint BUA",7717,"Small Towns","South West","Coastal","Smaller other coastal town","E30000253","Plymouth","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",81,80.2197802197802,58.0246913580247,72.8395061728395,44.4444444444444,"37.037037037037038","22.222222222222221","12.345679012345679","51.851851851851848","16.049382716049383","*","*","30.4","48.1","*",3.2716049382716,-0.715392574
"86","E34000839","Hilton (South Derbyshire) BUA",7714,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000200","Derby","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",98,77.6595744680851,56.1224489795918,87.7551020408163,55.1020408163265,"35.714285714285715","23.469387755102041","15.306122448979592","61.224489795918366","26.530612244897959","*","*","17.5","49.5","30.9",3.74489795918367,1.067191916
"87","E34000843","Burghfield Common BUA",5932,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",90,76.4044943820225,71.1111111111111,83.3333333333333,55.5555555555556,"33.333333333333329","14.444444444444443","*","58.888888888888893","34.444444444444443","*","*","23.6","46.1","28.1",3.51111111111111,1.792829385
"88","E34000850","Buckingham BUA",12890,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000243","Milton Keynes","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",165,77.9005524861878,73.9393939393939,92.1212121212121,66.0606060606061,"57.575757575757578","11.515151515151516","6.0606060606060606","42.424242424242422","18.181818181818183","*","*","23.9","23.3","52.1",4.33939393939394,5.494822908
"89","E34000852","Netley BUA",6338,"Small Towns","South East","Coastal","Smaller other coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",77,61.5384615384615,57.1428571428571,72.7272727272727,40.2597402597403,"25.97402597402597","22.077922077922079","14.285714285714285","59.740259740259738","28.571428571428569","*","*","22.8","50.6","*",3.42857142857143,-2.936731906
"90","E34000857","Brackley BUA",13018,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000161","Banbury","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",192,77.720207253886,65.1041666666667,89.5833333333333,60.4166666666667,"36.458333333333329","15.625","10.9375","56.25","31.25","*","*","21.8","46.1","31.1",3.640625,2.148885342
"91","E34000867","Ivybridge BUA",11851,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000253","Plymouth","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",175,75,73.7142857142857,82.8571428571429,56,"40","22.285714285714285","14.857142857142858","42.285714285714285","16.571428571428569","*","*","20.7","39.1","37.4",3.84,2.840554708
"92","E34000879","Marske-by-the-Sea BUA",8282,"Small Towns","North East","Coastal","Smaller other coastal town","E30000093","Middlesbrough and Stockton","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Medium",86,83.75,59.3023255813954,77.9069767441861,46.5116279069767,"40.697674418604649","27.906976744186046","23.255813953488371","43.02325581395349","16.279069767441861","*","*","19.5","42.5","34.5",3.67441860465116,1.13237635
"93","E34000884","Denmead BUA",6107,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000254","Portsmouth","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",89,80.8988764044944,62.9213483146067,87.6404494382023,53.9325842696629,"39.325842696629216","14.606741573033707","*","52.80898876404494","23.595505617977526","*","*","20.7","44.8","34.5",3.84269662921348,2.288312691
"94","E34000885","Paddock Wood BUA",7840,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000281","Tunbridge Wells","Majority town and city (small)","Working","Lower deprivation towns","No university","Low",82,71.875,63.4146341463415,86.5853658536585,52.4390243902439,"30.487804878048781","15.853658536585366","*","60.975609756097562","40.243902439024396","*","*","36.6","37.799999999999997","*",3.31707317073171,-0.320502188
"95","E34000891","Garforth BUA",14838,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000229","Leeds","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",153,82.2857142857143,77.7777777777778,99.3464052287582,62.0915032679739,"39.215686274509807","19.607843137254903","11.76470588235294","53.594771241830067","24.836601307189543","*","*","25.2","39.4","35.5",3.83660130718954,4.63527406
"96","E34000922","Northallerton BUA",16832,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Working","Mid deprivation towns","No university","Medium",171,70.6214689265537,54.3859649122807,80.1169590643275,48.5380116959064,"29.239766081871345","27.485380116959064","16.959064327485379","52.631578947368418","27.485380116959064","12.865497076023392","*","31.4","40.799999999999997","26.6",3.41520467836257,-1.4375767
"97","E34000926","Tenterden BUA",7118,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000160","Ashford","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",71,80,59.1549295774648,84.5070422535211,43.6619718309859,"35.2112676056338","14.084507042253522","*","47.887323943661968","30.985915492957744","*","*","39.4","31","*",3.3943661971831,-0.357764516
